name,brewery_type,address,state,phone,website_url,country,region,division
Amador Brewing Company,micro,9659 Main St Plymouth California 95669-9570,California,2095071900,http://www.amadorbrewing.com,United States,West,Pacific
Amber Lantern Brewing Company,brewpub,44 N Main St Warsaw New York 14569-1326,New York,5857863559,http://www.amberlanternbrewingcompany.com,United States,Northeast,Middle Atlantic
Ambitious Ales,planning,Not Available Long Beach California 90807-2907,California,7142962550,http://www.ambitiousales.com,United States,West,Pacific
Amelia Island Brewing Company,brewpub,318 Centre St Fernandina Beach Florida 32034-4241,Florida,9043106088,http://www.theameliatavern.com,United States,South,South Atlantic
American Brewers Inc,micro,3408 Miller Rd Kalamazoo Michigan 49001-4111,Michigan,2692171920,http://www.americanbrewers.us,United States,Midwest,East North Central
American Harvest Brewpub At Schoolcraft College,brewpub,18600 Haggerty Rd Livonia Michigan 48152-3932,Michigan,7344627659,http://www.schoolcraft.edu,United States,Midwest,East North Central
American Honor Beer Co,contract,700 N Pennsylvania Ave Wilkes Barre Pennsylvania 18705-2451,Pennsylvania,Not Available,http://www.BoondoggleBeer.com,United States,Northeast,Middle Atlantic
American Icon Brewery,brewpub,1133 19th Place Vero Beach Florida 32960,Florida,7729344266,http://www.americaniconbrewery.com,United States,South,South Atlantic
American Solera,micro,1702 E 6th St Tulsa Oklahoma 74104,Oklahoma,9189494318,http://www.americansolera.com,United States,South,West South Central
Amerisports Brew Pub,brewpub,3200 Ameristar Dr Kansas City Missouri 64161,Missouri,8164147435,http://www.ameristar.com,United States,Midwest,West North Central
Amherst Brewing Co / Hangar Pub and Grill,brewpub,10 University Dr Amherst Massachusetts 01002-2243,Massachusetts,4132534400,http://www.amherstbrewing.com,United States,Northeast,New England
Ammo Brewing,micro,235 N Market St Petersburg Virginia 23803-3207,Virginia,8047221667,http://www.ammobrewing.com,United States,South,South Atlantic
Amorys Tomb Brewing Co,micro,76 Main St Maynard Massachusetts 01754-2516,Massachusetts,9782430875,http://amorystomb.com,United States,Northeast,New England
Amplified Ale Works,brewpub,4150 Mission Blvd Ste 208 San Diego California 92109-5054,California,6195871400,http://www.amplifiedales.com,United States,West,Pacific
Anacapa Brewing Co,brewpub,472 E Main St Ventura California 93001-2627,California,8056432337,http://www.anacapabrewing.com,United States,West,Pacific
Anacortes Brewery/Rockfish Grill,brewpub,320 Commercial Ave Anacortes Washington 98221-1517,Washington,3605881720,http://www.anacortesrockfish.com,United States,West,Pacific
Anaheim Brewery,micro,336 S Anaheim Blvd Anaheim California 92805-3830,California,7147801888,http://www.anaheimbrew.com,United States,West,Pacific
Ancestry Brewery,brewpub,20585 SW 115th Ave Tualatin Oregon 97062-6857,Oregon,5037060448,http://www.ancestrybrewing.com,United States,West,Pacific
Anchor Brewing Co,large,1705 Mariposa St San Francisco California 94107-2334,California,4158638350,http://www.anchorbrewing.com,United States,West,Pacific
Anchorage Brewing Co,micro,148 W 91st Ave Anchorage Alaska 99515-1901,Alaska,9073605104,http://www.anchoragebrewingcompany.com,United States,West,Pacific
Andrews Brewing Co At Calaboose Cellars,micro,575 Aquone Rd Andrews North Carolina 28901-7004,North Carolina,8283212006,http://www.calaboosecellars.com,United States,South,South Atlantic
Angel City Brewery,micro,216 S Alameda St Los Angeles California 90012-4201,California,2136221261,http://www.angelcitybrewery.com,United States,West,Pacific
"Angry Chair Brewing, LLC.",micro,6401 N Florida Ave Tampa Florida 33604-6007,Florida,8138921651,http://www.angrychairbrewing.com,United States,South,South Atlantic
Angry Hank's Microbrewery,micro,20 N 30th St Billings Montana 59101-2140,Montana,4062523370,Not Available,United States,West,Mountain
Angry Horse Brewing,micro,603 W Whittier Blvd Montebello California 90640-5235,California,3235300015,http://angryhorsebrewing.com,United States,West,Pacific
Angry Inch Brewing,micro,20841 Holyoke Ave Lakeville Minnesota 55044-,Minnesota,Not Available,http://www.angryinchbrewing.com,United States,Midwest,West North Central
Angry James Brewing Co,micro,421 Adams Ave Silverthorne Colorado 80498,Colorado,9704558800,http://www.angryjamesbrewing.com,United States,West,Mountain
"Angry Minnow, The",brewpub,10440 Florida Ave Hayward Wisconsin 54843-7112,Wisconsin,7159343055,http://www.angryminnow.com,United States,Midwest,East North Central
Angry Scotsman Brewing,contract,704 W Reno Ave Oklahoma City Oklahoma 73102-2434,Oklahoma,4056737713,http://www.angryscotbrew.com,United States,South,West South Central
Anheuser-Busch InBev,large,1 Busch Pl Saint Louis Missouri 63118-1849,Missouri,3145772000,http://www.anheuser-busch.com,United States,Midwest,West North Central
Anheuser-Busch Inc â Baldwinsville,large,2885 Belgium Rd Baldwinsville New York 13027-2706,New York,3156354000,Not Available,United States,Northeast,Middle Atlantic
Anheuser-Busch Inc â Columbus,large,700 Schrock Rd Columbus Ohio 43229-1123,Ohio,6148886644,Not Available,United States,Midwest,East North Central
Anheuser-Busch Inc â Fairfield,large,3101 Busch Dr Fairfield California 94534-9726,California,7074292000,Not Available,United States,West,Pacific
Anheuser-Busch Inc â Houston,large,775 Gellhorn Dr Houston Texas 77029-1496,Texas,7136752311,Not Available,United States,South,West South Central
Anheuser-Busch Inc â Jacksonville,large,111 Busch Dr Jacksonville Florida 32218-5546,Florida,9047510700,Not Available,United States,South,South Atlantic
Anheuser-Busch Inc â Merrimack,large,221 Daniel Webster Hwy Merrimack New Hampshire 03054-4807,New Hampshire,6038896631,Not Available,United States,Northeast,New England
Anheuser-Busch Inc - Fort Collins,large,2351 Busch Dr Fort Collins Colorado 80524-9400,Colorado,9704904500,Not Available,United States,West,Mountain
Anheuser-Busch Inc - Los Angeles,large,15800 Roscoe Blvd Van Nuys California 91406-1350,California,8189895300,Not Available,United States,West,Pacific
Anheuser-Busch Inc ̢���� Williamsburg,large,7801 Pocahontas Trl Williamsburg Virginia 23185-6302,Virginia,7572533600,http://www.anheuser-busch.com,United States,South,South Atlantic
Animas Brewing Co,brewpub,1560 E 2nd Ave Durango Colorado 81301-5186,Colorado,9704038850,http://www.animasbrewing.com,United States,West,Mountain
Anthem Brewing Co,micro,908 SW 4th St Oklahoma City Oklahoma 73109-1012,Oklahoma,4056040446,http://www.anthembrewing.com,United States,South,West South Central
Antiques on High,micro,714 S High St Columbus Ohio 43206,Ohio,614-725-2070,https://www.antiquesonhigh.com/,United States,Midwest,East North Central
Apex Aleworks Brew And BBQ Supplies,micro,4360 S Noland Rd Independence Missouri 64055-4741,Missouri,8163135039,http://www.apexaleworks.com,United States,Midwest,West North Central
Apocalypse Ale Works,micro,1257 Burnbridge Rd Forest Virginia 24551-3803,Virginia,4342588761,http://www.apocalypsebrewworks.com,United States,South,South Atlantic
Apocalypse Brew Works,micro,1612 Mellwood Ave Louisville Kentucky 40206-1752,Kentucky,5025894843,http://www.apocalypsebrewworks.com,United States,South,East South Central
Appalachian Brewing Co - Harrisburg,brewpub,50 N Cameron St Harrisburg Pennsylvania 17101-2407,Pennsylvania,7172211080,http://www.abcbrew.com,United States,Northeast,Middle Atlantic
Appalachian Brewing Co - Lititz,brewpub,55 N Water St Lititz Pennsylvania 17543-1612,Pennsylvania,7172211080,http://www.abcbrew.com,United States,Northeast,Middle Atlantic
Appalachian Mountain Brewery - Boone,micro,163 Boone Creek Dr Boone North Carolina 28607-7911,North Carolina,8282631111,http://www.appalachianmountainbrewery.com,United States,South,South Atlantic
Appalachian Mountain Brewery - Portsmouth,micro,1 Redhook Way Portsmouth New Hampshire 03801-6853,New Hampshire,8282631111,Not Available,United States,Northeast,New England
Apple Blossom Brewing Co,brewpub,1550 E Zion Rd Fayetteville Arkansas 72703-5017,Arkansas,4792874344,http://www.appleblossombrewing.com,United States,South,West South Central
Appleton Beer Factory,brewpub,603 W College Ave Appleton Wisconsin 54911-5803,Wisconsin,9203649931,http://www.appletonbeerfactory.com,United States,Midwest,East North Central
Aqueduct Brewing,micro,529 Grant St Ste 106 Akron Ohio 44311-1184,Ohio,3306066583,http://www.aqueductbrewing.shutterfly.com,United States,Midwest,East North Central
Arbor Brewing Co,brewpub,114 E Washington St Ann Arbor Michigan 48104-1905,Michigan,7342131393,http://www.arborbrewing.com,United States,Midwest,East North Central
Arbor Brewing Co. Microbrewery,micro,720 Norris St Ypsilanti Michigan 48198-2825,Michigan,7344802739,Not Available,United States,Midwest,East North Central
Arcadia Brewing Co,micro,701 E Michigan Ave Kalamazoo Michigan 49007-4946,Michigan,2692760458,http://www.arcadiaales.com,United States,Midwest,East North Central
Arcadian Moon,brewpub,19203 Old Highway 40 Higginsville Missouri 64037,Missouri,6605846661,http://www.arcadianmoon.com,United States,Midwest,West North Central
Arch Rock Brewing Co,micro,28779 Hunter Creek Loop Gold Beach Oregon 97444-9626,Oregon,5412470555,http://www.archrockbrewingcompany.com,United States,West,Pacific
Archaic Craft Brewery At Centro,brewpub,140 E Main St Tustin California 92780-4408,California,7142588817,Not Available,United States,West,Pacific
Arclight Brewing Company,micro,544 N Main St Watervliet Michigan 49098-9797,Michigan,2693320718,http://www.arclightbrewing.com,United States,Midwest,East North Central
Ardent Craft Ales,micro,3200 W Leigh St Richmond Virginia 23230-4410,Virginia,8043591605,http://www.ardentcraftales.com,United States,South,South Atlantic
Argus Brewery,micro,11314 S Front Ave Chicago Illinois 60628-5007,Illinois,7739414050,http://www.argusbrewery.com,United States,Midwest,East North Central
Argyle Brewing Company,micro,1 Main St Greenwich New York 12834-1209,New York,5183387405,http://www.argylebrewing.com,United States,Northeast,Middle Atlantic
Arkose Brewery,micro,650 E Steel Loop Palmer Alaska 99645-6689,Alaska,9077462337,http://www.arkosebrewery.com,United States,West,Pacific
Arlington Club,micro,811 SW Salmon St Portland Oregon 97205-3094,Oregon,5032234141,http://www.thearlingtonclub.com,United States,West,Pacific
Armada Brewing,contract,250 Bradley Street East Haven Connecticut 6512,Connecticut,4754413759,http://www.armadabeer.com,United States,Northeast,New England
Armadillo Ale Works,micro,221 S Bell Ave Denton Texas 76201-4259,Texas,9405804446,http://www.armadilloaleworks.com,United States,South,West South Central
Around the Bend Beer Co.,contract,811 N Oak Park Ave Oak Park Illinois 60302-1538,Illinois,3129522339,http://www.atbbeerco.com,United States,Midwest,East North Central
Arrowhead Ales Brewing Company,brewpub,2101 Calistoga Dr New Lenox Illinois 60451-4826,Illinois,8157176068,http://www.arrowheadales.com,United States,Midwest,East North Central
Arrowood Farms,micro,236 Lower Whitfield Rd Accord New York 12404-5809,New York,8452530389,http://www.arrowoodfarms.com,United States,Northeast,Middle Atlantic
Artisan's Brewery & Italian Grill,brewpub,1171 Hooper Ave Toms River New Jersey 08753-8305,New Jersey,7322447566,http://www.artisanstomsriver.com,United States,Northeast,Middle Atlantic
Arts District Brewing Company,brewpub,828 Traction Ave Los Angeles California 90013-1816,California,Not Available,Not Available,United States,West,Pacific
Arundel Cellars & Brewing Co,brewpub,11727 E Main Rd North East Pennsylvania 16428-3635,Pennsylvania,8147251079,http://www.arundelcellars.com,United States,Northeast,Middle Atlantic
Arvon Brewing Co.,micro,3057 Broadway Ave SW Grandville Michigan 49418-1528,Michigan,6162240086,http://www.arvonbrewingco.com,United States,Midwest,East North Central
Asbury Park Brewery,micro,810 Sewall Ave Asbury Park New Jersey 07712-6527,New Jersey,7324555571,http://www.asburyparkbrewery.com,United States,Northeast,Middle Atlantic
Ascension Brewing Company,brewpub,42000 Grand River Ave Novi Michigan 48375-1831,Michigan,2483082093,http://www.ascension.beer,United States,Midwest,East North Central
Asgard Brewing Company,micro,104 E 5th St Columbia Tennessee 38401-3351,Tennessee,6158282218,http://www.asgardbrewery.com,United States,South,East South Central
Ashby Brewing Company,micro,109 Main St Ashby Minnesota 56309-4687,Minnesota,8886350291,http://www.abcbrewing.net,United States,Midwest,West North Central
Asheville Brewing Co,brewpub,77 Coxe Ave Asheville North Carolina 28801-3621,North Carolina,8282554077,http://www.ashevillepizza.com,United States,South,South Atlantic
Ashtown Brewing Co,micro,1175 Hudson St Longview Washington 98632-3158,Washington,3603535286,http://www.ashtownbrewing.com,United States,West,Pacific
Ashuelot Brewing Company,micro,101 Old County Rd Richmond New Hampshire 03470-4918,New Hampshire,Not Available,Not Available,United States,Northeast,New England
Aslan Brewing Company,micro,1330 N Forest St Bellingham Washington 98225-4702,Washington,3603934106,http://aslanbrewing.com,United States,West,Pacific
Aslan Brewing Seattle,micro,401 N 36th St Ste 102 Seattle Washington 98103-8630,Washington,3603934106,https://aslanbrewing.com/seattle,United States,West,Pacific
Aspen Brewing Company,micro,404 Aspen Airport Business Ctr Aspen Colorado 81611-3530,Colorado,9709202739,http://www.aspenbrewingcompany.com,United States,West,Mountain
Aspetuck Brew Lab,micro,3389 Fairfield Avenue Bridgeport Connecticut 6605,Connecticut,2032539423,http://www.aspetuckbrewlab.com,United States,Northeast,New England
Astoria Brewing Company,micro,1196 Marine Dr Astoria Oregon 97103-4112,Oregon,5037413040,Not Available,United States,West,Pacific
At Ease Brewing,planning,Not Available Sacramento California 95811-3003,California,9167362267,http://www.ateasebrewing.com,United States,West,Pacific
At Large Brewing,micro,2730 W Marine View Dr Everett Washington 98201-3421,Washington,4253240039,http://www.atlargebrewing.com,United States,West,Pacific
Atco Brewing LLC,micro,302 White Horse Pike Atco New Jersey 08004-2209,New Jersey,6097072628,http://Www.atcobrewingcompany.com,United States,Northeast,Middle Atlantic
Athens Brewing Co,brewpub,101 E Tyler St Athens Texas 75751-2547,Texas,9039527493,http://www.athensbrewingco.com,United States,South,West South Central
Atlantic Brewing Co / Bar Harbor Brewing,brewpub,52 Cottage Street Bar Harbor Bar Harbor Maine 4609,Maine,2072884592,http://www.barharborbrewing.com,United States,Northeast,New England
Atom Brewing Company,micro,654 Moffat St Erie Colorado 80516,Colorado,8634120917,http://www.atombrewingcompany.com,United States,West,Mountain
Atomic Ale Brewpub and Eatery,brewpub,1015 Lee Blvd Richland Washington 99352-4226,Washington,5099465465,http://www.atomicalebrewpub.com,United States,West,Pacific
